0.012,1051
0.012,1052
0.012,1053
0.012,1054
0.012,1055
0.012,1056
0.012,1057
0.012,1058
0.013,1059
0.014,1060
0.014,1061
0.015,1062
0.016,1063
0.017,1064
0.018,1065
0.018,1066
0.019,1067
0.02,1068
0.021,1069
0.021,1070
0.022,1071
0.023,1072
0.024,1073
0.024,1074
0.025,1075
0.026,1076
0.028,1077
0.029,1078
0.03,1079
0.031,1080
0.032,1081
0.033,1082
0.035,1083
0.036,1084
0.037,1085
0.038,1086
0.04,1087
0.041,1088
0.043,1089
0.044,1090
0.046,1091
0.048,1092
0.049,1093
0.051,1094
0.053,1095
0.055,1096
0.058,1097
0.06,1098
0.062,1099
0.065,1100
0.067,1101
0.07,1102
0.073,1103
0.077,1104
0.08,1105
0.085,1106
0.088,1107
0.093,1108
0.096,1109
0.1,1110
0.104,1111
0.109,1112
0.112,1113
0.117,1114
0.121,1115
0.124,1116
0.129,1117
0.134,1118
0.14,1119
0.145,1120
0.152,1121
0.156,1122
0.163,1123
0.169,1124
0.178,1125
0.184,1126
0.193,1127
0.2,1128
0.208,1129
0.215,1130
0.223,1131
0.229,1132
0.237,1133
0.243,1134
0.252,1135
0.261,1136
0.271,1137
0.284,1138
0.293,1139
0.304,1140
0.313,1141
0.325,1142
0.332,1143
0.343,1144
0.351,1145
0.361,1146
0.37,1147
0.385,1148
0.396,1149
0.411,1150
0.425,1151
0.443,1152
0.457,1153
0.475,1154
0.489,1155
0.503,1156
0.509,1157
0.52,1158
0.535,1159
0.549,1160
0.567,1161
0.582,1162
0.6,1163
0.61,1164
0.625,1165
0.635,1166
0.649,1167
0.659,1168
0.673,1169
0.686,1170
0.703,1171
0.713,1172
0.727,1173
0.741,1174
0.755,1175
0.763,1176
0.774,1177
0.783,1178
0.792,1179
0.796,1180
0.799,1181
0.802,1182
0.805,1183
0.811,1184
0.817,1185
0.822,1186
0.826,1187
0.836,1188
0.845,1189
0.857,1190
0.872,1191
0.893,1192
0.911,1193
0.935,1194
0.95,1195
0.965,1196
0.973,1197
0.984,1198
0.992,1199
0.995,1200
0.998,1201
0.996,1202
0.992,1203
0.987,1204
0.977,1205
0.963,1206
0.946,1207
0.932,1208
0.908,1209
0.884,1210
0.851,1211
0.828,1212
0.809,1213
0.792,1214
0.758,1215
0.728,1216
0.703,1217
0.688,1218
0.664,1219
0.639,1220
0.615,1221
0.6,1222
0.583,1223
0.553,1224
0.523,1225
0.511,1226
0.484,1227
0.454,1228
0.434,1229
0.407,1230
0.386,1231
0.359,1232
0.34,1233
0.315,1234
0.301,1235
0.281,1236
0.266,1237
0.244,1238
0.23,1239
0.216,1240
0.206,1241
0.194,1242
0.188,1243
0.181,1244
0.177,1245
0.177,1246
0.17,1247
0.162,1248
0.154,1249
0.148,1250
0.141,1251
0.135,1252
0.128,1253
0.122,1254
0.115,1255
0.109,1256
0.102,1257
0.098,1258
0.092,1259
0.087,1260
0.081,1261
0.075,1262
0.069,1263
0.065,1264
0.064,1265
0.062,1266
0.061,1267
0.059,1268
0.056,1269
0.053,1270
0.051,1271
0.047,1272
0.044,1273
0.041,1274
0.038,1275
0.036,1276
0.034,1277
0.032,1278
0.031,1279
0.029,1280
0.027,1281
0.025,1282
0.023,1283
0.021,1284
0.02,1285
0.019,1286
0.017,1287
0.017,1288
0.016,1289
0.016,1290
0.016,1291
0.016,1292
0.015,1293
0.014,1294
0.014,1295
0.013,1296
0.012,1297
0.011,1298
0.01,1299
0.009,1300
0.008,1301
0.007,1302
0.009,1303
0.007,1304
0.004,1305
0.002,1306
0,1307
-0.002,1308
-0.003,1309
-0.003,1310
-0.003,1311
-0.003,1312
-0.003,1313
-0.003,1314
-0.003,1315
-0.003,1316
-0.003,1317
-0.003,1318
-0.003,1319
-0.003,1320
-0.002,1321
-0.002,1322
-0.001,1323
-0.001,1324
0,1325
0,1326
0.002,1327
0.001,1328
0,1329
-0.001,1330
-0.001,1331
-0.002,1332
-0.003,1333
-0.003,1334
-0.003,1335
-0.003,1336
-0.003,1337
-0.003,1338
-0.003,1339
-0.003,1340
-0.003,1341
-0.003,1342
-0.003,1343
-0.003,1344
-0.003,1345
-0.003,1346
-0.003,1347
-0.003,1348
-0.003,1349
-0.003,1350
