6062.0089,3.53E-07,1.43E-26
6062.04899,3.53E-07,1.43E-26
6062.08908,3.54E-07,1.43E-26
6062.12917,3.54E-07,1.43E-26
6062.16926,3.54E-07,1.43E-26
6062.20935,3.54E-07,1.43E-26
6062.24944,3.54E-07,1.43E-26
6062.28953,3.54E-07,1.43E-26
6062.32962,3.55E-07,1.43E-26
6062.36971,3.55E-07,1.43E-26
6062.4098,3.55E-07,1.43E-26
6062.44989,3.55E-07,1.43E-26
6062.48998,3.56E-07,1.43E-26
6062.53007,3.56E-07,1.43E-26
6062.57016,3.56E-07,1.44E-26
6062.61025,3.56E-07,1.44E-26
6062.65034,3.56E-07,1.44E-26
6062.69043,3.56E-07,1.44E-26
6062.73052,3.56E-07,1.44E-26
6062.77061,3.56E-07,1.43E-26
6062.8107,3.56E-07,1.43E-26
6062.85079,3.55E-07,1.43E-26
6062.89088,3.55E-07,1.43E-26
6062.93097,3.55E-07,1.43E-26
6062.97106,3.55E-07,1.43E-26
6063.01115,3.54E-07,1.43E-26
6063.05124,3.54E-07,1.43E-26
6063.09133,3.54E-07,1.43E-26
6063.13142,3.54E-07,1.43E-26
6063.17151,3.53E-07,1.43E-26
6063.2116,3.53E-07,1.43E-26
6063.25169,3.53E-07,1.42E-26
6063.29178,3.53E-07,1.42E-26
6063.33187,3.53E-07,1.42E-26
6063.37196,3.53E-07,1.42E-26
6063.41205,3.53E-07,1.42E-26
6063.45214,3.53E-07,1.42E-26
6063.49223,3.53E-07,1.42E-26
6063.53232,3.53E-07,1.42E-26
6063.57241,3.52E-07,1.42E-26
6063.6125,3.52E-07,1.42E-26
6063.65259,3.52E-07,1.42E-26
6063.69268,3.52E-07,1.42E-26
6063.73277,3.52E-07,1.42E-26
6063.77286,3.52E-07,1.42E-26
6063.81295,3.52E-07,1.42E-26
6063.85304,3.52E-07,1.42E-26
6063.89313,3.52E-07,1.42E-26
6063.93322,3.52E-07,1.42E-26
6063.97331,3.52E-07,1.42E-26
6064.0134,3.52E-07,1.42E-26
6064.05349,3.52E-07,1.42E-26
6064.09358,3.52E-07,1.42E-26
6064.13367,3.52E-07,1.42E-26
6064.17376,3.52E-07,1.42E-26
6064.21385,3.52E-07,1.42E-26
6064.25394,3.52E-07,1.42E-26
6064.29403,3.52E-07,1.42E-26
6064.33412,3.52E-07,1.42E-26
6064.37421,3.52E-07,1.42E-26
6064.4143,3.52E-07,1.42E-26
6064.45439,3.52E-07,1.42E-26
6064.49448,3.52E-07,1.42E-26
6064.53457,3.52E-07,1.42E-26
6064.57466,3.52E-07,1.42E-26
6064.61475,3.52E-07,1.42E-26
6064.65484,3.52E-07,1.42E-26
6064.69493,3.52E-07,1.42E-26
6064.73502,3.52E-07,1.42E-26
6064.77511,3.52E-07,1.42E-26
6064.8152,3.52E-07,1.42E-26
6064.85529,3.52E-07,1.42E-26
6064.89538,3.52E-07,1.42E-26
6064.93547,3.52E-07,1.42E-26
6064.97556,3.52E-07,1.42E-26
6065.01565,3.52E-07,1.42E-26
6065.05574,3.51E-07,1.42E-26
6065.09583,3.51E-07,1.42E-26
6065.13592,3.51E-07,1.42E-26
6065.17601,3.51E-07,1.42E-26
6065.2161,3.51E-07,1.42E-26
6065.25619,3.51E-07,1.42E-26
6065.29628,3.51E-07,1.42E-26
6065.33637,3.51E-07,1.42E-26
6065.37646,3.51E-07,1.42E-26
6065.41655,3.51E-07,1.42E-26
6065.45664,3.51E-07,1.42E-26
6065.49673,3.51E-07,1.42E-26
6065.53682,3.51E-07,1.42E-26
6065.57691,3.51E-07,1.42E-26
6065.617,3.51E-07,1.42E-26
6065.65709,3.51E-07,1.42E-26
6065.69718,3.51E-07,1.42E-26
6065.73727,3.51E-07,1.42E-26
6065.77736,3.51E-07,1.42E-26
6065.81745,3.51E-07,1.42E-26
6065.85754,3.51E-07,1.42E-26
6065.89763,3.51E-07,1.42E-26
6065.93772,3.51E-07,1.42E-26
6065.97781,3.51E-07,1.42E-26
6066.0179,3.51E-07,1.42E-26
6066.05799,3.51E-07,1.42E-26
6066.09808,3.51E-07,1.42E-26
6066.13817,3.51E-07,1.42E-26
6066.17826,3.51E-07,1.42E-26
6066.21835,3.51E-07,1.42E-26
6066.25844,3.51E-07,1.42E-26
6066.29853,3.51E-07,1.42E-26
6066.33862,3.51E-07,1.42E-26
6066.37871,3.51E-07,1.42E-26
6066.4188,3.51E-07,1.42E-26
6066.45889,3.51E-07,1.42E-26
6066.49898,3.51E-07,1.42E-26
6066.53907,3.51E-07,1.42E-26
6066.57916,3.51E-07,1.42E-26
6066.61925,3.51E-07,1.42E-26
6066.65934,3.51E-07,1.42E-26
6066.69943,3.51E-07,1.42E-26
6066.73952,3.51E-07,1.42E-26
6066.77961,3.51E-07,1.42E-26
6066.8197,3.51E-07,1.42E-26
6066.85979,3.51E-07,1.42E-26
6066.89988,3.51E-07,1.42E-26
6066.93997,3.51E-07,1.42E-26
6066.98006,3.51E-07,1.42E-26
6067.02015,3.51E-07,1.42E-26
6067.06024,3.51E-07,1.42E-26
6067.10033,3.51E-07,1.41E-26
6067.14042,3.51E-07,1.41E-26
6067.18051,3.51E-07,1.41E-26
6067.2206,3.51E-07,1.41E-26
6067.26069,3.51E-07,1.41E-26
6067.30078,3.51E-07,1.41E-26
6067.34087,3.51E-07,1.41E-26
6067.38096,3.51E-07,1.41E-26
6067.42105,3.51E-07,1.41E-26
6067.46114,3.51E-07,1.41E-26
6067.50123,3.51E-07,1.41E-26
6067.54132,3.51E-07,1.41E-26
6067.58141,3.51E-07,1.41E-26
6067.6215,3.51E-07,1.41E-26
6067.66159,3.51E-07,1.41E-26
6067.70168,3.51E-07,1.41E-26
6067.74177,3.51E-07,1.41E-26
6067.78186,3.51E-07,1.41E-26
6067.82195,3.51E-07,1.41E-26
6067.86204,3.51E-07,1.41E-26
6067.90213,3.51E-07,1.41E-26
6067.94222,3.51E-07,1.41E-26
6067.98231,3.51E-07,1.41E-26
6068.0224,3.51E-07,1.41E-26
6068.06249,3.51E-07,1.41E-26
6068.10258,3.51E-07,1.41E-26
6068.14267,3.51E-07,1.41E-26
6068.18276,3.50E-07,1.41E-26
6068.22285,3.50E-07,1.41E-26
6068.26294,3.50E-07,1.41E-26
6068.30303,3.50E-07,1.41E-26
6068.34312,3.50E-07,1.41E-26
6068.38321,3.50E-07,1.41E-26
6068.4233,3.50E-07,1.41E-26
6068.46339,3.50E-07,1.41E-26
6068.50348,3.50E-07,1.41E-26
6068.54357,3.50E-07,1.41E-26
6068.58366,3.50E-07,1.41E-26
6068.62375,3.50E-07,1.41E-26
