1, 0, 0.3855059
1, 1, 0.3533804
1, 2, 0.3855059
1, 3, 0.3855059
1, 4, 0.3533804
1, 5, 0.3855059
1, 6, 0.3855059
1, 7, 0.3533804
1, 8, 0.3855059
1, 9, 0.3533804
1, 10, 0.3855059
1, 11, 0.3855059
1, 12, 0.3533804
1, 13, 0.3855059
1, 14, 0.3855059
1, 15, 0.3533804
1, 16, 0.3855059
1, 17, 0.3533804
1, 18, 0.3855059
1, 19, 0.3855059
1, 20, 0.3533804
1, 21, 0.3855059
1, 22, 0.3855059
1, 23, 0.3533804
1, 24, 0.3855059
1, 25, 0.3855059
1, 26, 0.3855059
1, 27, 0.3855059
1, 28, 0.3533804
1, 29, 0.3855059
1, 30, 0.3855059
1, 31, 0.3855059
1, 32, 0.3533804
1, 33, 0.3855059
1, 34, 0.3855059
1, 35, 0.3533804
1, 36, 0.3855059
1, 37, 0.3855059
1, 38, 0.3855059
1, 39, 0.3855059
1, 40, 0.3533804
1, 41, 0.3855059
1, 42, 0.3855059
1, 43, 0.3533804
1, 44, 0.3855059
1, 45, 0.3855059
1, 46, 0.3855059
1, 47, 0.3855059
1, 48, 0.3855059
1, 49, 0.3855059
1, 50, 0.3855059
1, 51, 0.3855059
1, 52, 0.3855059
1, 53, 0.3855059
1, 54, 0.3855059
1, 55, 0.3855059
1, 56, 0.3855059
1, 57, 0.3855059
1, 58, 0.3533804
1, 59, 0.3855059
1, 60, 0.3855059
1, 61, 0.3855059
1, 62, 0.3855059
1, 63, 0.3533804
1, 64, 0.3855059
1, 65, 0.3855059
1, 66, 0.3533804
1, 67, 0.3855059
1, 68, 0.3533804
1, 69, 0.3855059
1, 70, 0.3855059
1, 71, 0.3533804
1, 72, 0.3855059
1, 73, 0.3855059
1, 74, 0.3533804
1, 75, 0.3855059
1, 76, 0.3533804
1, 77, 0.3533804
1, 78, 0.3855059
1, 79, 0.3533804
1, 80, 0.3855059
1, 81, 0.3855059
1, 82, 0.3533804
1, 83, 0.3855059
1, 84, 0.3533804
1, 85, 0.3533804
1, 86, 0.3855059
1, 87, 0.3533804
1, 88, 0.3533804
1, 89, 0.3855059
1, 90, 0.3533804
1, 91, 0.3855059
1, 92, 0.3855059
1, 93, 0.3533804
1, 94, 0.3855059
1, 95, 0.3533804
1, 96, 0.3533804
1, 97, 0.3855059
1, 98, 0.3533804
1, 99, 0.3855059
1, 100, 0.3855059
1, 101, 0.3533804
1, 102, 0.3855059
